Predicted1,Real1,Predicted7,Real7
124.99505635133312,85.0,99.71877239065107,106.5
119.14594513996163,118.0,99.81048400197277,133.0
126.4778357943452,126.0,113.02876644428126,110.0
118.5365321427737,118.0,121.55927901737853,139.0
97.92337716626162,96.0,113.96096765131956,130.5
87.53462540884271,72.0,98.37708406554201,96.0
90.80393868167066,106.5,86.41177800203843,67.0
103.54973309062932,133.0,98.66431927595436,82.0
127.7647130675037,110.0,114.45963913046732,92.0
119.49880096970838,139.0,112.58537494515481,127.0
119.9941575612936,130.5,124.3798917807397,144.0
108.71309431314903,96.0,119.2680069244181,124.5
90.2778852243378,67.0,95.43241194124103,115.0
92.10380388195487,82.0,89.8997516630623,77.0
101.17876597766508,92.0,90.62462327775125,72.0
107.02484349404914,127.0,105.93838209068366,107.0
125.5562823751505,144.0,123.29838182074154,147.0
124.73108186213496,124.5,132.58640829225214,122.0
100.99111693539965,115.0,123.3133142503131,141.0
94.3084647639492,77.0,104.19900778084313,101.0
92.03883250709288,72.0,82.85347023495385,63.0
98.33523810887165,107.0,84.51824886442,81.0
121.6486633451641,147.0,99.49769245920766,121.5
143.98262673279075,122.0,127.19121328761155,147.0
118.3577369897829,141.0,129.0146972045917,137.0
110.90693676998735,101.0,128.58357625346017,173.0
85.06242167534963,63.0,104.3482234715284,125.0
74.1682138336156,81.0,82.83091620196747,70.0
100.79620231915129,121.5,85.40981715670652,153.5
133.9135405296632,147.0,109.3031780072428,149.0
139.94449037978015,137.0,134.49550971757583,150.0
128.062762550745,173.0,132.35395371225437,135.0
126.87168314302754,125.0,138.97932219153543,116.0
96.67713626393896,70.0,114.62985329920214,105.0
84.9485959934194,153.5,82.7003007498897,81.0
142.60753333194884,149.0,108.73759327533456,114.5
155.37557415733133,150.0,131.30493741545195,136.0
145.54161883669695,135.0,138.17950932512124,141.0
137.06922992945292,116.0,141.48542954002386,170.0
102.56412642972232,105.0,130.09962048221098,146.0
87.2210088611577,81.0,117.34472941562349,162.0
106.1522724114647,114.5,102.93801893573279,95.0
128.29807113549495,136.0,120.13961012956565,105.0
140.6518922604715,141.0,141.77050995955133,191.5
138.3463754012117,170.0,138.47073048067406,152.0
143.0545616112642,146.0,148.85963464568337,164.0
123.51032852305373,162.0,136.60892429537986,166.0
128.9559555400173,95.0,120.9228874651041,197.0
125.28273890679662,105.0,106.324907851314,137.5
130.4746068204123,191.5,107.80619769736491,168.0
169.83904619715108,152.0,149.21544894306905,170.0
153.48611238656324,164.0,150.32521493629488,165.0
141.58487733575564,166.0,155.09309723542853,193.0
139.29812367361356,197.0,155.34392402641572,202.5
142.35306616080186,137.5,153.99919426245353,145.0
134.2442948349508,168.0,135.53068339076356,91.0
170.12600075051543,170.0,143.34654867085354,157.0
167.0490797752205,165.0,154.72571953477163,168.5
166.48333475940788,193.0,163.864388824466,154.0
175.4773410239386,202.5,170.6347858637037,150.0
177.57560582551142,145.0,184.4774045547265,198.0
135.31491320042167,91.0,162.78237555231826,97.0
121.94931164432099,157.0,129.614302645913,133.0
163.3616265133438,168.5,157.88922357461232,183.0
166.41402686174993,154.0,168.12827846724045,166.0
168.7051317257877,150.0,170.99271704810323,186.0
162.48793087635647,198.0,165.79883587166506,183.0
167.8844145335578,97.0,183.55010372098968,208.0
112.89763517217754,133.0,135.98807405142205,175.0
146.72213912886278,183.0,133.78862003733508,188.0
179.47963213650868,166.0,158.4246448862259,135.0
170.5266155115043,186.0,160.1630387297624,160.0
181.92640482789724,183.0,169.21362939685395,158.0
178.00398936036706,208.0,169.7908906055923,163.0
158.02250008299018,175.0,176.60308997865664,166.5
155.4422575243017,188.0,153.1811574819334,142.0
185.31842512771001,135.0,158.32823370774477,121.0
157.298133816927,160.0,154.13058919143933,130.0
167.7095622885581,158.0,164.5775244237341,151.5
167.23637205337582,163.0,164.90317155408664,143.0
167.14381931127846,166.5,184.10064286454647,160.0
151.3355647238583,142.0,177.6661649564971,142.0
148.5217556847974,121.0,163.29828649620302,133.0
137.0149102819715,130.0,155.23311999499558,106.0
145.41198790111943,151.5,147.36525478883118,151.0
163.671867648967,143.0,156.2065496655622,140.0
160.9363429697618,160.0,153.96648778007065,112.0
168.89591281163044,142.0,163.61541885586936,120.0
147.84944338351832,133.0,149.63471217015015,123.0
137.33725610906427,106.0,145.34219920573483,102.0
124.50895524661352,151.0,124.41197209622801,78.0
153.22824186224466,140.0,139.68507766292373,71.0
150.59553753286312,112.0,144.04430861599414,63.0
137.00681697374256,120.0,135.202401848036,51.0
130.95280639500893,123.0,137.3538112978515,27.5
123.00902909945133,102.0,134.64403061111298,18.0
110.44653676901795,78.0,123.0014782266175,4.0
111.02156958427737,71.0,110.47808321847482,0.0
